Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Joe La Sorsa","WSN",0.712431,0.66506,0,4.51115,17.9946,0,0,1.29835,20.0146,86.7705,21.0867,10.9045,10.0321,2.73045,6.16459,0.280164,1.47694,15.2748,6.86867,2.77204,2.47784,1.22781,0.176037,0.0710448,0.10499249398708344,0.266485,1.36157,0.300313,0.697728,,,4.64756,0.0268181,0.00849015,999,2.42356,-0.501735,1.05478,"25481"
"Michael Plassmeyer","PIT",0.708784,2.1041,0,4.5313,10.8857,0.960555,0,0,14.0445,62.0562,15.0335,7.68597,7.07109,2.42782,4.19752,0.161652,2.09614,13.0478,8.36126,2.68986,3.10844,1.55579,0.210257,0.0676406,0.14261632412672043,0.269598,1.36929,0.312897,0.729218,,,4.98861,0.0267919,0.0311161,999,0.785945,-0.332431,1.11259,"23191"
"Thomas Hatch","PIT",0.73589,0.797033,0,5.38696,9.71138,1.03381,0,2.73288,13.9182,64.592,17.4034,9.05515,8.33074,1.90595,5.80347,0.306386,1.02242,12.4897,8.0763,3.75274,2.15211,1.23245,0.193363,0.0898482,0.10351467877626419,0.301274,1.66738,0.357328,0.689033,,,4.71181,0.026614,-0.0618327,999,2.71773,-0.0420732,0.948414,"19264"
"Cody Laweryson","MIN",0.254229,0.306457,0,4.47461,11.4305,0,0,1.17683,11.7492,50.1955,11.5784,6.34939,5.84144,1.59212,4.07998,0.199451,0.46456,11.0529,8.46664,3.12531,2.70906,1.21958,0.220197,0.0812816,0.13891499489545822,0.253629,1.33272,0.30256,0.693179,,,4.29557,0.026432,0.0419682,999,0.99386,-0.395391,1.19748,"sa3010633"
"Tayler Saucedo","SEA",2.85608,2.44084,0,4.036,54.3264,0,0.397987,6.56729,52.7308,228.245,49.057,25.7031,23.6468,5.6134,22.8076,1.00331,3.46135,48.7389,8.31866,3.89276,2.13696,0.958085,0.213537,0.0999259,0.11361134052276611,0.242885,1.36286,0.294285,0.721208,,,4.28486,0.0264031,0.15499,999,2.75413,-0.740582,0.601244,"17888"
"Connor Cooke","TOR",0.442889,0.40397,0,4.10811,5.37284,0,0,0.459585,5.503,23.3244,4.95854,2.73031,2.51188,0.75869,2.0784,0,0.328771,5.78609,9.46298,3.39916,2.78392,1.24082,0.24807,0.0891082,0.15896186977624893,0.237055,1.27875,0.292215,0.720802,,,4.25673,0.0255769,0.0206701,999,0.443462,0.00121092,1.28055,"sa3017822"
"Easton Lucas","OAK",0.11791,0.114485,0,4.50063,10.1348,0,0,0.654996,11.845,50.4106,11.5689,6.43841,5.92334,1.54584,4.24998,0.53036,0.24123,10.2526,7.79008,3.22919,2.4124,1.17455,0.203382,0.0843072,0.11907508224248886,0.251938,1.33548,0.29375,0.686976,,,4.35798,0.0251501,0.0209019,999,1.40462,0.207237,1.21078,"26058"
"Nick Snyder","PHI",0.110689,0.125383,0,4.53564,5.84877,0,0,0.888452,5.952,25.7108,5.63396,3.2604,2.99957,0.807109,2.7002,0,0.115846,6.05907,9.1619,4.08296,2.24393,1.22043,0.235662,0.105022,0.13064038008451462,0.246081,1.40023,0.30114,0.704277,,,4.40128,0.0245304,0.0326155,999,0.938449,-1.19091,1.26925,"23493"
"Matt Wisler",,0.833142,0.594684,0,3.9041,7.69458,0.809834,0.195053,0.615535,9.29886,39.158,8.30179,4.38451,4.03375,1.36743,3.5832,0.17004,0.306294,8.25167,7.98647,3.46804,2.30288,1.32349,0.210728,0.0915063,0.11922143399715424,0.235388,1.27811,0.270352,0.752261,,,4.6468,0.0242197,0.126602,999,3.76815,-0.491926,1.23369,"12804"
"Jeff Criswell","COL",0.175555,0.737647,0.372877,5.71822,1.50345,1.50345,0,0,7.45739,33.3253,8.29141,5.15012,4.73811,1.43373,3.12752,0.059258,0.279971,5.72695,6.91161,3.77447,1.83115,1.73031,0.17185,0.0938482,0.07800156623125076,0.277139,1.53122,0.301342,0.666065,,,5.58924,0.0242095,0.0245311,999,0.552871,-0.381124,1.1771,"sa3014435"
"Griff McGarry","PHI",0.159458,0.374107,0.371497,4.82838,9.92647,0.50803,0,0.574096,12.6214,56.6628,11.0913,7.36,6.7712,1.64239,8.53652,0,0.433002,13.4464,9.58832,6.08719,1.57516,1.17115,0.237306,0.150655,0.08665093779563904,0.232555,1.55513,0.289805,0.707958,,,4.94795,0.023555,0.0677157,999,3.28249,-1.23543,1.08754,"sa3017130"
"Mark Melancon",,1.11592,1.90865,0,4.42358,17.5474,0,0.260605,0,17.836,78.2354,19.2533,9.52888,8.76657,1.94429,6.70698,0.527026,0.702915,12.7204,6.41868,3.38432,1.89659,0.981081,0.162592,0.0857283,0.07686338573694229,0.271841,1.45549,0.308204,0.707083,,,4.49212,0.0234102,-0.0145837,999,0.988306,-0.481579,1.03009,"4264"
"Cole Sulser","NYM",0.66089,0.674504,0,4.60142,13.6726,0,1.48339,1.54968,15.8037,68.5959,15.7073,8.78253,8.07993,2.59487,6.60665,0.194411,0.451279,16.2373,9.24697,3.76241,2.45773,1.47775,0.23671,0.0963126,0.14039750397205353,0.255246,1.41195,0.307042,0.724337,,,4.67448,0.0225463,-0.0239499,999,2.14655,0.730561,1.08145,"15256"
"Ben Heller","PIT",1.05245,0.831392,0,4.51074,15.5356,0,0,2.19379,16.3599,71.851,16.0291,8.91246,8.19946,1.89214,6.88069,0.180135,1.49752,15.1256,8.32098,3.78525,2.19826,1.04092,0.210513,0.0957634,0.11474978923797607,0.252536,1.40037,0.304315,0.690859,,,4.44584,0.0214907,-0.00392043,999,0.698104,0.453834,1.04127,"15100"
"Justin Martinez",,0.908306,0.852118,0,4.50546,26.9808,0,0.0181326,1.48708,27.3793,123.464,23.5529,14.8981,13.7063,2.83615,18.1152,1.35418,2.39606,33.1538,10.8981,5.95475,1.83016,0.932285,0.268529,0.146725,0.12180459499359131,0.228774,1.52188,0.309376,0.710127,,,4.42732,0.0213364,-0.00570332,999,2.9081,-0.462835,0.788906,"24453"
"Dugan Darnell","COL",0.43381,0.434611,0,4.71908,9.70536,0,0,1.21359,10.0821,43.9877,10.2175,5.74618,5.28648,1.58007,4.03603,0.197736,0.496051,9.61126,8.57967,3.60283,2.38137,1.41048,0.218499,0.0917535,0.12674516439437866,0.258961,1.41374,0.305593,0.706506,,,4.73436,0.0211658,0.0311412,999,0.328404,1.11631,1.16754,"sa3014876"
"Codi Heuer",,1.34775,1.13507,0,4.3619,19.3141,0,0,0.682985,19.8591,85.5982,19.5168,10.4618,9.62484,2.6443,7.7404,0.880388,0.749609,17.4176,7.89355,3.50789,2.25023,1.19838,0.203481,0.0904271,0.11305436491966248,0.253109,1.37253,0.295768,0.713024,,,4.51444,0.0210838,0.0944771,999,1.40617,2.41212,1.00353,"23293"
"Brooks Kriske","CIN",0.283424,0.376723,0,4.7582,6.72928,0,0,0.785165,6.97249,30.262,6.25345,4.00683,3.68628,1.15264,3.53926,0.0808581,0.249097,7.8923,10.1873,4.56842,2.22993,1.48782,0.260799,0.116954,0.14384503662586212,0.236214,1.40448,0.292667,0.707406,,,4.77026,0.0209235,0.00621981,999,0.982891,0.0803998,1.2242,"21189"
"Royber Salinas",,0.13452,0.202265,0.194464,4.06061,6.04908,0.265933,0,0.43044,7.14448,30.5953,6.18476,3.50373,3.22344,0.827637,3.43591,0,0.255596,7.67916,9.67354,4.32827,2.23497,1.04259,0.250992,0.112302,0.13868970423936844,0.229885,1.34659,0.291196,0.722873,,,4.1614,0.0206143,-0.0400438,748.4400024414062,0.926472,-0.774371,1.27591,"sa3009243"
"Wilking Rodríguez","STL",0.450886,0.447708,0,4.34543,9.59062,0,0,0.486642,9.88258,42.953,9.66014,5.18648,4.77156,1.2903,4.23706,0.170572,0.396308,9.51784,8.66784,3.85867,2.24633,1.17506,0.221587,0.0986442,0.1229432225227356,0.252094,1.40623,0.304231,0.720443,,,4.4327,0.0195743,0.0472369,999,1.92887,0.660824,1.19214,"8801"
"Guillermo Zuñiga","LAA",0.829893,1.27214,0,4.81624,24.4328,0,0,1.19891,25.6304,112.321,24.4029,14.9085,13.7158,3.53992,12.528,0.418793,1.0623,27.3113,9.59024,4.39917,2.18001,1.24303,0.243153,0.111538,0.13161560148000717,0.247165,1.4409,0.307351,0.688739,,,4.51009,0.0195342,-0.0647907,999,3.99817,-1.72676,0.833275,"19588"
"Derek Law",,2.09909,3.1627,0,4.35588,37.134,0.323362,0.24022,3.15519,39.9457,175.497,40.225,21.0143,19.3332,5.35396,17.3297,0.341913,2.1003,34.4262,7.75644,3.90448,1.98655,1.20628,0.196164,0.0987461,0.09741774946451187,0.257741,1.44082,0.29987,0.729944,,,4.73302,0.0192654,0.115593,999,1.40678,0.878989,0.660736,"13133"
"James Naile",,0.620977,0.679354,0,4.80664,12.8683,0,0,1.2846,16.3444,72.7507,18.7756,9.48811,8.72906,1.84226,5.96596,0.240183,0.61048,12.4329,6.84615,3.28514,2.08397,1.01443,0.170897,0.0820055,0.08889180421829224,0.283729,1.51376,0.326274,0.688257,,,4.40607,0.0183554,-0.0239316,999,1.26542,-0.508544,1.02093,"18186"
"Jacob Barnes","WSN",0.378262,0.872055,0,5.14398,13.524,0,0,0.957431,14.0886,61.8125,15.0559,8.7526,8.05239,1.84583,5.19983,0.140222,0.699856,10.6291,6.79005,3.32173,2.04413,1.17914,0.171958,0.0841226,0.08783512562513351,0.269275,1.43774,0.304114,0.65094,,,4.70561,0.0182422,-0.121171,999,1.72772,-0.357639,1.08253,"12323"
"Austin Pope","ARI",0.577492,0.58562,0,4.49332,11.2413,0,0,0.886121,11.5719,50.3813,11.661,6.27977,5.77739,1.43649,4.56656,0.198525,0.595012,10.6433,8.27777,3.55161,2.33071,1.11722,0.211256,0.0906401,0.12061551958322525,0.257875,1.40232,0.308527,0.699737,,,4.36742,0.0176339,0.0634172,999,0.478671,-0.722195,1.15188,"sa3010816"
"Diego Castillo","TEX",1.19952,1.04357,0,4.54248,17.1001,0,1.68879,2.27866,17.628,76.5477,16.3114,9.67088,8.89721,2.49055,7.96846,0.414674,1.14663,16.2013,8.2716,4.06831,2.03318,1.27155,0.21165,0.104098,0.10755183547735214,0.241892,1.37735,0.283559,0.702589,,,4.80483,0.0175081,-0.00246911,999,1.93748,0.572932,1.04565,"17496"
"Jordan Weems","WSN",3.13332,2.53231,0,4.57762,57.011,0,0.0431701,9.61512,60.9141,263.613,55.1414,33.6765,30.9824,9.32564,28.9437,3.30098,2.87643,62.6682,9.25916,4.2764,2.16518,1.37785,0.237728,0.109796,0.12793204933404922,0.237891,1.38039,0.28671,0.709688,,,4.75481,0.0174776,-0.0183794,999,2.9737,-1.15239,0.256947,"13190"
"Andrew Wantz","LAA",1.67909,0.894722,0.200506,4.53188,37.3913,0.69016,0,4.0821,42.3391,182.305,39.6819,23.1734,21.3195,7.12222,17.971,0.823733,1.86846,40.9817,8.71146,3.82008,2.28044,1.51397,0.224798,0.0985766,0.1262212023139,0.244249,1.36169,0.284709,0.723117,,,4.91176,0.0174368,0.0672619,737.22998046875,3.24549,-1.74105,0.635985,"24933"
"Duane Underwood Jr.","NYY",0.645332,1.30875,0,4.75265,19.7169,0.00138088,0.28398,4.38496,24.6527,107.541,25.4695,14.1505,13.0184,2.87665,9.41707,0.327384,1.16111,19.8684,7.25337,3.4379,2.10983,1.05018,0.184752,0.0875676,0.09718479216098785,0.262674,1.41512,0.304414,0.671957,,,4.44737,0.01729,-0.0312017,999,2.14558,-0.174902,0.935207,"14677"
"Hayden Juenger","TOR",0.679531,0.654932,0,4.32031,10.619,0,0,0.862203,10.8864,46.5887,10.0948,5.68026,5.22584,1.57854,4.37023,0,0.553212,10.8153,8.94126,3.61297,2.47477,1.30501,0.232145,0.0938045,0.13834023475646973,0.242283,1.32873,0.290941,0.716827,,,4.50989,0.016366,-0.0129504,999,0.665369,-0.869258,1.18123,"sa3017103"
"Brad Wieck","CHC",0.18334,0.183254,0,4.59962,7.72196,0,0,0.902572,7.936,34.5975,7.35881,4.40852,4.05584,1.14788,3.89464,0.107323,0.329643,9.06347,10.2786,4.41681,2.32717,1.30177,0.261969,0.11257,0.1493990272283554,0.24228,1.41803,0.308054,0.709582,,,4.44812,0.0142949,0.0377895,999,0.983757,-1.4766,1.21897,"16390"
"Yohan Ramírez","NYM",1.20797,1.02393,0,4.29333,21.17,0,0.119159,1.27433,23.9029,106.46,21.8268,12.3941,11.4025,2.49646,12.2287,0.540968,3.08653,24.1572,9.09578,4.6044,1.97545,0.939977,0.226913,0.114866,0.1120467483997345,0.239473,1.42475,0.299735,0.708806,,,4.51368,0.014248,0.113379,999,1.69276,-0.62256,0.923825,"19444"
"Ken Giles","ATL",0.863782,0.624173,0,5.04417,21.6085,0,0,0.961042,21.7441,97.467,21.9074,13.2465,12.1868,2.96523,11.7434,0.266729,0.758244,24.156,9.99827,4.86064,2.05699,1.22732,0.247837,0.120486,0.12735173851251602,0.257839,1.54758,0.327468,0.691682,,,4.53083,0.0138875,-0.0658887,746.4400024414062,2.55045,-0.279231,0.814141,"12910"
"Tim Cate","WSN",0.515811,0.570471,0,4.68144,9.84512,0,0,0.891955,10.0987,44.3378,10.5677,5.7097,5.25293,1.22004,4.07065,0.198462,0.41335,7.87664,7.01972,3.62779,1.93498,1.0873,0.177651,0.0918099,0.08584068715572357,0.265162,1.44954,0.303919,0.690522,,,4.59771,0.013558,-0.0448013,999,0.756895,-0.763392,1.1649,"sa3007926"
"Kyle Crick","NYM",0.637793,0.62185,0,4.26862,16.0987,0,0,4.13411,15.8495,67.9658,12.5002,8.17097,7.5173,1.92358,8.23543,0.204201,1.26657,16.623,9.4392,4.67641,2.01847,1.09229,0.244579,0.12117,0.12340831011533737,0.21381,1.30828,0.264963,0.696387,,,4.53373,0.0134563,0.075579,999,0.72654,0.000274014,1.13012,"13182"
"Sam Bachman","LAA",1.58597,2.12698,0.208361,4.72694,24.0664,1.13177,0.0118268,1.97668,30.3585,136.126,29.8905,17.3312,15.9447,3.30645,16.4657,0.967847,1.7302,26.5361,7.86683,4.88137,1.6116,0.980223,0.194938,0.120959,0.07397878170013428,0.25346,1.52696,0.301792,0.695589,,,4.72083,0.0134381,0.00900555,999,1.62424,0.109117,0.701102,"29754"
"Justin Wilson",,0.60966,0.58177,0,4.38542,10.3975,0,0,0.557458,10.6279,45.7392,10.3388,5.62895,5.17864,1.53807,4.24074,0.13224,0.33878,10.2492,8.67932,3.59118,2.41684,1.30248,0.224079,0.0927157,0.13136370480060577,0.251187,1.37181,0.299625,0.720296,,,4.50035,0.0133094,0.00212299,999,0.716308,0.0728661,1.17567,"4301"
"Noah Skirrow","PHI",0.274153,0.466908,0.275941,5.84397,1.09478,1.09478,0,0,6.15253,27.3695,7.06487,4.34242,3.99502,1.18571,2.19603,0.127372,0.266226,4.28065,6.26179,3.21239,1.94926,1.73447,0.156402,0.0802366,0.07616573572158813,0.283647,1.50522,0.302413,0.647091,,,5.56948,0.0127303,-0.00130072,999,0.196464,0.218358,1.20377,"sa3014845"
"Dinelson Lamet","LAD",0.681053,0.830473,0,5.28362,10.9984,0.345296,0,0.913795,11.8079,52.0214,11.5725,7.53487,6.93208,1.86072,5.6254,0.126171,0.580526,13.3809,10.1989,4.28767,2.37866,1.41824,0.257219,0.108136,0.14908314496278763,0.252589,1.45647,0.317649,0.662173,,,4.61389,0.011945,-0.140729,999,5.92456,-1.13286,1.0549,"17186"
"Brad Keller","CHW",1.99678,3.17528,1.53782,5.12544,8.93911,5.90163,0.000411957,0,34.751,159.352,36.5694,21.5114,19.7905,4.39962,20.3011,0.263536,1.70317,25.3926,6.5763,5.25768,1.2508,1.13944,0.159349,0.127398,0.03195135295391083,0.266255,1.63651,0.2991,0.697266,,,5.33909,0.0115087,0.046144,999,2.79185,-0.668303,0.581861,"15734"
"Nick Vespi","BAL",2.00635,0.6125,0,4.2124,24.0543,0,0.0013824,0.814289,26.7682,114.131,26.4886,13.6182,12.5287,3.66281,8.86094,1.20342,1.15414,23.7903,7.99878,2.97923,2.68485,1.23151,0.208447,0.0776381,0.13080868870019913,0.254413,1.32058,0.297741,0.719068,,,4.3788,0.0114796,0.029118,999,1.38486,-1.0086,0.920086,"21093"
"Dan Altavilla","KCR",0.595937,0.808491,0,4.43247,12.2625,0,0,1.24201,13.3602,59.0244,13.1268,7.152,6.57984,1.80271,6.45364,0.205338,0.699476,13.8938,9.35951,4.34746,2.15287,1.21438,0.235391,0.109338,0.12605304270982742,0.253065,1.46558,0.313039,0.728657,,,4.53548,0.0106871,0.0115419,999,1.99102,-0.175158,1.09698,"16507"
"Max Kranick","NYM",0.977809,0.983917,0.190559,4.4314,16.1338,0.260593,0,2.51936,17.1784,73.775,17.1353,9.19376,8.45826,2.45489,6.00636,0.381961,0.815956,15.0409,7.88015,3.14681,2.50417,1.28615,0.203876,0.0814146,0.12246107310056686,0.255932,1.34714,0.296833,0.707843,,,4.55311,0.0106666,0.0304009,748.1799926757812,0.825368,-1.04862,1.07194,"22175"
"Zach McCambley","MIA",0.203049,0.239431,0,4.61686,5.64105,0,0,0.439777,5.9088,25.54,5.8133,3.2947,3.03113,0.828008,2.23111,0.104824,0.360116,5.81971,8.8643,3.39832,2.60843,1.26118,0.227866,0.0873574,0.14050859212875366,0.253316,1.36143,0.305825,0.689843,,,4.42251,0.0105948,0.0323817,999,0.124243,-0.307821,1.26722,"sa3014478"
"Chasen Shreve","TEX",0.99398,1.52051,0,4.63104,32.8341,0,0,6.07875,33.3214,142.403,31.7265,18.6369,17.1459,5.67803,13.0111,0.447412,1.03293,33.2885,8.9911,3.51424,2.55847,1.53361,0.233763,0.0913682,0.14239497482776642,0.247171,1.34261,0.291396,0.709484,,,4.73665,0.0105541,-0.0696261,999,2.30857,-0.120102,0.812739,"10855"
"Bryan Hoeing","MIA",1.88671,2.31077,0.436653,4.87783,37.3366,1.83242,0.459868,2.42447,46.905,202.231,50.1098,27.6323,25.4217,6.76689,14.199,0.598423,1.8979,35.0891,6.73279,2.72446,2.47124,1.29841,0.17351,0.0702115,0.10329826176166534,0.269213,1.37104,0.300412,0.668851,,,4.66388,0.00924699,-0.0843657,999,3.33782,-0.773216,0.573695,"26304"
"Jackson Wolf",,1.12107,1.27392,0.357606,4.53412,14.2884,0.489034,0,0.657466,18.4619,78.7792,18.4613,10.1097,9.30093,2.68651,6.10702,0.187274,0.671341,16.0253,7.8122,2.97712,2.62408,1.30965,0.203421,0.0775208,0.12590006738901138,0.256405,1.33076,0.296024,0.694886,,,4.51218,0.0091563,0.00778387,999,1.35995,-0.875732,1.04286,"29832"
"Alex Reyes",,0.813996,0.889312,0,4.48366,11.4852,0,0,0,11.9415,52.526,10.1734,6.46637,5.94906,1.48442,7.15931,0.24668,0.563022,13.5363,10.202,5.39579,1.89073,1.11877,0.257706,0.1363,0.12140615284442902,0.227065,1.45147,0.291742,0.712335,,,4.54398,0.00873936,0.0566877,999,1.44115,-2.32629,1.09635,"15015"
"Richard Fitts","BOS",0.703944,0.347573,0.490547,4.87178,1.3164,1.30719,0,0,6.28907,27.2957,7.02512,3.70036,3.40433,1.29663,1.78195,0,0.250305,4.65562,6.66244,2.55007,2.61265,1.85556,0.170562,0.0652834,0.10527906566858292,0.278075,1.40038,0.296641,0.730388,,,5.42417,0.00839422,0.0107558,999,0.405252,0.992278,1.2172,"sa3018182"
"Zach Brzykcy","WSN",0.963898,1.1761,0,4.55742,15.9019,0,0,1.02968,16.3201,71.1824,14.9401,8.98279,8.26417,2.24606,7.90683,0,1.00727,16.3695,9.02727,4.36036,2.0703,1.23863,0.229966,0.111078,0.1188875213265419,0.23993,1.39992,0.290795,0.703675,,,4.67673,0.00800201,-0.0128858,740.530029296875,0.290266,0.356236,1.03589,"sa3014984"
"Michael Kelly","OAK",2.05379,2.0793,0,4.30297,39.8193,0,0.221251,3.43378,42.6946,189.234,40.4319,22.1876,20.4126,5.02434,22.4696,0.558982,2.51822,44.6308,9.40816,4.73658,1.98628,1.05913,0.23585,0.11874,0.11711044609546661,0.246166,1.47329,0.308991,0.728759,,,4.45,0.00755928,0.0223601,999,2.77565,-0.948172,0.605203,"12791"
"Julio Teheran","BAL",1.48718,2.08654,1.61255,4.73463,12.8727,3.74301,0,0.340581,29.5503,125.916,29.8118,16.8973,15.5455,5.13693,8.84778,0.153683,1.5604,22.5747,6.87547,2.69473,2.55145,1.56453,0.179284,0.0702674,0.10901647806167603,0.258093,1.30826,0.281047,0.691571,,,5.04369,0.00755707,0.0928204,750.0599975585938,1.81827,0.288979,0.883198,"6797"
"Alex Speas",,1.04922,6.92105,0,4.59893,35.2325,0,0.248497,4.81436,35.5434,157.858,31.0182,19.7417,18.1624,4.38692,22.1183,3.53657,1.64585,42.1712,10.6782,5.60062,1.90662,1.11082,0.267146,0.140115,0.1270308941602707,0.231317,1.49498,0.304232,0.710605,,,4.4924,0.00697446,-0.0291582,999,3.90008,-2.74666,0.660715,"21859"
"Marc Church","TEX",2.98397,1.6378,0,4.50556,32.3211,0,0,3.40327,34.8511,152.88,33.1593,18.9642,17.4471,5.05951,17.0386,0,1.61392,36.0874,9.31925,4.40009,2.11797,1.30658,0.23605,0.111451,0.12459902465343475,0.247038,1.44036,0.301887,0.724435,,,4.67699,0.00673624,0.0386898,999,1.01801,-0.493599,0.583276,"sa3015080"
"Roddery Muñoz",,0.702888,0.877134,0,4.55882,14.4058,0,0,1.10641,15.5719,68.6139,15.5557,8.57362,7.88773,1.99247,7.11679,0.278068,0.782885,14.7575,8.52929,4.11324,2.07362,1.15158,0.21508,0.103722,0.11135789006948471,0.256212,1.45599,0.308506,0.709091,,,4.54494,0.0064402,-0.0122908,999,1.13642,-0.780367,1.05254,"sa3008104"
"Grant Holmes","ATL",0.376894,0.264955,0,4.96811,7.81729,0,0,0.62002,8.07447,35.6734,8.53743,4.84478,4.4572,1.16331,3.29585,0.141945,0.424132,8.0181,8.93717,3.67363,2.43279,1.29666,0.224764,0.0923896,0.13237468153238297,0.267184,1.46552,0.323824,0.684835,,,4.52408,0.0056508,-0.0503301,999,1.61592,-1.36067,1.18125,"sa828669"
"Austin Schulfer","MIN",0.0388754,0.189982,0,4.82816,5.01084,0,0,0.381926,5.13152,22.5041,5.06655,2.99224,2.75286,0.563373,2.24872,0.0931579,0.307469,4.58156,8.03544,3.94396,2.0374,0.988081,0.203587,0.0999248,0.10366243124008179,0.253989,1.42556,0.304207,0.662376,,,4.39102,0.00562448,-0.0330999,999,0.0454735,0.233406,1.28018,"sa3007585"
"Ronny Henriquez","MIN",0.501071,0.53649,0,4.65196,8.21914,0,0,0.542403,9.63456,42.1757,9.33874,5.41299,4.97995,1.06124,4.31841,0.157931,0.578354,8.52225,7.96094,4.03398,1.97347,0.991345,0.202065,0.102391,0.09967439621686935,0.25051,1.41752,0.298875,0.677338,,,4.44263,0.00544211,0.0349744,999,1.94413,-0.152769,1.17673,"24094"
"Nic Enright","CLE",0.61336,0.614316,0,4.27825,8.57845,0,0,0.673196,8.81091,36.9048,8.34359,4.55257,4.18837,1.38972,2.79984,0,0.20972,8.35428,8.53357,2.85992,2.98385,1.41955,0.226374,0.0758665,0.1505073755979538,0.246158,1.26473,0.28793,0.716567,,,4.43387,0.00496597,-0.0234164,999,0.408641,2.68676,1.23336,"sa3010299"
"Matt Gage",,0.58794,0.588286,0,4.17922,17.91,0,0,0.873511,19.4175,84.5841,18.9631,9.80072,9.01667,2.58266,8.54141,0.493252,0.768795,18.7864,8.70749,3.95893,2.19945,1.19706,0.222103,0.100981,0.12112214416265488,0.251922,1.41648,0.303878,0.741092,,,4.48755,0.00470129,0.0398364,999,2.11104,-1.18337,1.0604,"17381"
"Reed Garrett","NYM",1.14118,0.495158,0,4.71344,14.7569,0,0,1.10317,16.0475,71.0058,16.1688,9.13514,8.40433,2.19566,7.4773,0.415723,0.821953,14.4384,8.09757,4.19354,1.93096,1.23141,0.203341,0.105306,0.09803567081689835,0.257849,1.47351,0.303286,0.705369,,,4.78578,0.00427177,-0.0239657,999,1.35358,-0.629332,0.994302,"16866"
"Colton Gordon","HOU",0.547983,0.337019,0,4.27939,6.54715,0,0,0.615697,6.73902,28.6349,6.36739,3.48296,3.20432,0.989323,2.49469,0,0.229643,6.51782,8.70458,3.33167,2.61268,1.32125,0.227618,0.0871206,0.14049746841192245,0.245745,1.31504,0.292232,0.71942,,,4.44194,0.00375196,0.0770825,999,0.57351,-1.01679,1.24969,"sa3019426"
"Shawn Dubin","HOU",0.978325,1.28772,0.107006,4.22753,18.9274,0.226315,0,1.05459,23.2479,101.432,21.2478,11.8697,10.9201,2.82954,11.3451,0.219051,1.41998,24.4911,9.48128,4.39205,2.15874,1.09541,0.241454,0.11185,0.12960422039031982,0.239637,1.40197,0.300235,0.723789,,,4.3776,0.00311866,0.034873,999,3.96619,-1.72962,0.965301,"24977"
"Bailey Horn",,0.566868,0.323763,0.187238,4.91105,5.26359,0.379838,0,0.129655,6.99858,31.1128,6.83578,4.15101,3.81893,0.857625,3.65114,0.123804,0.330028,6.91202,8.8887,4.69528,1.89311,1.10288,0.22216,0.117352,0.1048082485795021,0.251948,1.49844,0.308757,0.682289,,,4.57939,0.00237655,-0.0166269,999,0.89366,0.521491,1.1841,"sa3014493"
"Chris Rodriguez","ARI",0.617616,0.663668,0,4.10434,11.1649,0,0,1.09497,13.1936,58.632,11.7782,6.53998,6.01678,1.29681,7.82801,0,0.764326,13.2061,9.00853,5.33987,1.68703,0.884615,0.225237,0.133511,0.0917264074087143,0.235377,1.48604,0.294945,0.734442,,,4.48467,0.00184682,0.0191759,999,0.0687156,-0.696393,1.1224,"22310"
"Carson Coleman","TEX",0.866539,0.851963,0,4.60373,18.9049,0,0,1.41526,19.6851,85.9959,18.4997,10.945,10.0694,2.78148,8.88487,0,1.52452,19.6069,8.96423,4.06215,2.20677,1.27169,0.227998,0.103317,0.12468051165342331,0.244749,1.39113,0.295465,0.699838,,,4.68625,0.00184157,0.00812218,999,1.32342,0.116676,0.991177,"sa3014857"
"Lucas Luetge","BOS",1.09763,0.94902,0,4.49278,16.8978,0,0.132538,1.28397,18.324,80.1046,19.5895,9.94273,9.14731,2.57638,6.41569,0.290878,0.959652,16.5785,8.14264,3.15112,2.58405,1.26541,0.20696,0.0800914,0.12686870247125626,0.269349,1.41919,0.317561,0.71713,,,4.48086,0.00177165,0.0317316,999,1.08974,0.59095,1.0059,"8337"
"Michael Mercado",,0.394097,0.405315,0.183447,4.72484,5.88945,0.250868,0,0.234653,6.86687,29.534,6.58164,3.91846,3.60498,1.15331,2.71214,0.0496074,0.326323,6.88149,9.01916,3.55464,2.53729,1.51157,0.233002,0.091831,0.14117109030485153,0.248405,1.35342,0.294047,0.699989,,,4.7616,0.00157903,-0.0111955,999,0.801988,-0.69131,1.23401,"sa3005024"
"Yosver Zulueta","TOR",1.21107,1.18577,0,4.36933,19.067,0,0,0.951435,20.171,89.6544,18.2949,10.6442,9.79264,2.30211,11.2855,0,1.57802,20.2696,9.04398,5.03543,1.79607,1.02717,0.226086,0.125878,0.10020770132541656,0.238244,1.46648,0.294966,0.71844,,,4.64212,0.000867377,-0.0327409,999,1.41355,-0.510467,0.948236,"sa3014869"
"Jorge López","NYM",2.9373,3.46559,0.112205,4.40646,50.9249,0.386525,1.53975,8.73171,56.0065,242.936,54.9039,29.8056,27.4212,7.76765,21.031,2.04062,4.58191,52.7945,8.48385,3.37959,2.51032,1.24823,0.217319,0.0865702,0.13074859976768494,0.252638,1.35582,0.30069,0.709025,,,4.5447,0.000565452,0.0650203,747,3.06396,-0.155195,0.454192,"14527"
