Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Connor Phillips","CIN",1.86465,2.065,2.14365,4.70061,17.9709,4.62991,0,0.241253,36.7551,161.065,32.9958,20.8661,19.1968,5.20266,19.5595,0.171992,1.92028,41.9824,10.28,4.78941,2.14639,1.27394,0.260654,0.121438,0.13921601325273514,0.236384,1.42988,0.30079,0.699979,,,4.56395,0.423941,0.289789,645.9199829101562,2.02228,-0.525333,0.568278,"27649"
"Ryan Yarbrough","LAD",4.07496,3.93168,1.65837,4.56412,34.8936,4.90802,0.130983,0.983218,66.8974,282.86,69.8881,36.8754,33.9253,10.5188,14.1443,0.423899,4.82531,53.0379,7.13541,1.9029,3.74976,1.41514,0.187505,0.0500047,0.1375008076429367,0.264837,1.25614,0.296351,0.680417,,,4.56418,0.422764,0.272764,626.1099853515625,1.67009,-0.71781,0.476269,"16502"
"Ben Brown",,2.46756,2.37707,1.13682,4.1022,23.1701,3.23088,0,0.662777,39.5405,168.818,35.0033,19.5898,18.0226,4.64409,17.3955,0.620061,1.75133,43.295,9.85458,3.95947,2.48886,1.05706,0.25646,0.103043,0.1534171625971794,0.233869,1.32519,0.298424,0.714839,,,4.0447,0.422124,0.36047,999,1.84543,-1.04495,0.709977,"sa3005122"
"Brock Burke","TEX",3.86169,3.39325,0,3.8802,55.9707,0.00188165,0.369557,11.671,63.522,263.974,59.9303,29.7679,27.3865,9.2196,17.4286,2.23559,2.40125,62.9838,8.92375,2.46934,3.61382,1.30626,0.238599,0.0660239,0.1725747063755989,0.245471,1.21783,0.294932,0.738401,,,4.09533,0.418638,0.538117,999,1.7262,-2.08162,0.63824,"17968"
"Andrew Chafin","DET",2.61572,3.33937,0,3.93836,58.9933,0,2.73573,13.5841,55.6731,236.636,49.4444,26.4808,24.3623,6.06045,23.6838,0.489304,2.05599,61.3594,9.91922,3.82868,2.59077,0.979719,0.259298,0.100085,0.15921278297901154,0.234449,1.31353,0.302376,0.72161,,,3.85293,0.414955,0.441663,741.0599975585938,2.56484,-1.88911,0.649768,"12988"
"Seranthony Domínguez","PHI",4.62029,4.05422,0,3.98335,60.1081,0,5.84874,14.1356,58.8835,252.266,52.9343,28.3278,26.0616,7.26021,25.078,0.646624,3.4915,61.9704,9.47182,3.83303,2.4711,1.10968,0.245655,0.099411,0.14624404907226562,0.236634,1.32486,0.29569,0.732292,,,4.20862,0.414591,0.469551,645.5800170898438,1.9923,-1.01638,0.580167,"19249"
"Keegan Akin","BAL",1.94787,2.32405,0.513624,4.12005,34.7326,0.83325,0.163253,4.07226,41.5838,174.558,39.8664,20.6917,19.0364,5.29299,13.0469,1.52366,1.05113,42.7365,9.24946,2.82375,3.2756,1.14556,0.244827,0.0747428,0.1700844168663025,0.248452,1.27245,0.307511,0.708119,,,3.87139,0.411697,0.17905,999,3.81237,-0.775198,0.798577,"19362"
"Tyler Mahle","TEX",2.2895,2.00632,2.38412,4.19805,13.3056,6.07261,0,0.449946,38.7943,162.259,34.7849,19.6692,18.0956,6.69259,13.5964,0.123773,1.37368,40.0528,9.29194,3.15426,2.94584,1.55263,0.246845,0.0837945,0.1630508154630661,0.236169,1.24712,0.279406,0.735988,,,4.5905,0.409875,0.474441,669.47998046875,2.30967,-0.951753,0.808133,"16358"
"Cade Cavalli","WSN",2.5741,3.17518,2.60019,4.48416,18.4372,7.37581,0,0.546046,48.5172,213.043,45.2698,26.2752,24.1732,6.21313,21.4494,0.278061,5.62406,46.952,8.70966,3.97889,2.18897,1.15254,0.220387,0.100681,0.11970645934343338,0.243426,1.37517,0.294092,0.69706,,,4.6584,0.407446,0.487272,646.9199829101562,1.678,-2.01478,0.476873,"27473"
"Noah Syndergaard",,3.3362,5.21274,3.60648,5.22764,13.3917,13.3917,0,0,70.9519,306.612,79.2383,44.7961,41.2124,12.0878,17.4972,0.262111,4.11568,47.4899,6.02393,2.21945,2.71415,1.5333,0.154886,0.0570662,0.09782007336616516,0.27803,1.36339,0.297889,0.650768,,,5.04499,0.405108,0.133256,735.0499877929688,1.21377,1.50728,0.603606,"11762"
"Tommy Henry","ARI",4.28996,4.2802,4.17348,4.78837,23.528,12.1213,0,0.712331,77.412,338.457,78.3552,44.7678,41.1863,10.9439,32.2826,1.65829,3.32458,60.3765,7.01944,3.75321,1.87025,1.27235,0.178388,0.0953818,0.08300578594207764,0.258726,1.42921,0.291156,0.691068,,,4.91291,0.404448,0.411073,713.8699951171875,2.22734,-1.39997,0.508838,"26285"
"Slade Cecconi","ARI",2.07979,2.63503,2.06526,4.52217,25.0209,6.0976,0,0.800072,50.8745,215.079,51.5008,27.7854,25.5626,7.568,13.1694,0.235765,2.87305,43.2487,7.65097,2.32974,3.28404,1.33883,0.201083,0.0612303,0.1398526169359684,0.25875,1.27117,0.296403,0.682105,,,4.43468,0.404052,0.334523,739.1300048828125,1.39337,-1.7519,0.662448,"27500"
"Tom Cosgrove","SDP",2.25389,2.21594,0,3.7682,54.8074,0,0.741754,9.21925,55.7885,234.917,47.673,25.3891,23.358,6.37451,22.2681,1.63756,3.18949,54.4816,8.78917,3.59237,2.44662,1.02836,0.231918,0.0947913,0.13712690025568008,0.2276,1.25368,0.277911,0.730159,,,4.15627,0.400478,0.565852,999,3.12496,1.1855,0.814959,"23443"
"AJ Smith-Shawver",,3.76235,2.63569,1.98537,4.59569,23.7753,8.42757,0,0.841958,58.9413,254.143,54.0145,32.7145,30.0973,9.39423,26.6356,0.475659,2.56346,61.0111,9.31604,4.0671,2.29059,1.43444,0.240066,0.104805,0.13526033610105515,0.240124,1.36831,0.288731,0.710176,,,4.74296,0.398272,0.426223,405.6000061035156,1.30931,-0.601375,0.227348,"29960"
"Emilio Pagán","CIN",3.70161,3.51176,0,4.41161,61.6703,0.140116,3.2206,11.9476,63.4419,266.571,57.7595,33.802,31.0979,10.9421,22.8574,1.2533,1.97245,67.936,9.63754,3.2426,2.97216,1.55227,0.254851,0.0857462,0.16910532861948013,0.238931,1.27072,0.287465,0.716942,,,4.52967,0.397765,0.244419,695.2100219726562,1.56184,1.09006,0.437411,"14771"
"Sam Moll","CIN",2.05894,2.02893,0,4.01627,52.4556,0.155382,0.66388,9.03838,51.0446,221.403,45.4894,24.7595,22.7788,5.76642,24.1873,3.62701,3.69724,55.5142,9.78805,4.26462,2.29518,1.01671,0.250738,0.109246,0.14149224013090134,0.235064,1.36501,0.300389,0.729131,,,4.18734,0.394515,0.437,999,2.10825,-2.0154,0.649383,"14874"
"José Leclerc","TEX",2.16668,2.60133,0,3.93146,59.2658,0,19.9604,5.98726,60.033,255.909,50.1446,28.5045,26.2242,7.99142,28.4768,1.17915,3.19144,68.3801,10.2514,4.26917,2.40126,1.19805,0.267205,0.111277,0.15592829883098602,0.22362,1.30964,0.285072,0.743205,,,4.29002,0.394117,0.417723,186.27000427246094,2.10074,0.318746,1.46619,"14524"
"Justin Lawrence","COL",3.36112,3.84502,0,4.56824,60.9268,0,14.9055,8.84175,62.9039,279.723,61.0893,34.7053,31.9289,6.60109,32.2927,1.90446,3.9194,65.244,9.33481,4.62029,2.02039,0.944453,0.233245,0.115446,0.11779969185590744,0.250869,1.48452,0.317409,0.697366,,,4.27187,0.393719,0.438036,376.239990234375,3.72874,-1.93088,1.28861,"17639"
"Tyler Holton","DET",2.58036,2.13619,0,3.58336,49.8567,0.16609,0.48927,9.47048,56.0539,230.964,50.9655,24.2586,22.3179,6.44651,15.2849,0.725833,2.15708,50.5478,8.11594,2.45414,3.30704,1.03505,0.218856,0.0661789,0.152677021920681,0.23869,1.18191,0.284416,0.733798,,,3.88006,0.392981,0.644709,744.9500122070312,1.99715,0.660131,0.982766,"26231"
"Robert Garcia","WSN",2.58947,2.54362,0,4.2482,49.5042,0,0.0374084,9.63676,54.94,236.931,50.1959,28.1879,25.9329,6.82995,25.3703,2.03724,2.03906,58.2312,9.53914,4.15603,2.29525,1.11885,0.245772,0.107079,0.1386936604976654,0.239573,1.37543,0.300192,0.717806,,,4.24803,0.388675,0.245517,999,2.22568,-1.62733,0.459803,"23363"
"James McArthur","KCR",2.63191,3.13747,0,4.16745,56.1613,0.121362,9.66064,10.997,61.7287,263.274,60.1262,31.069,28.5835,6.8301,20.5746,0.649189,3.56041,59.1326,8.6215,2.99976,2.87407,0.995824,0.224605,0.0781487,0.1464558243751526,0.251427,1.30735,0.307756,0.697677,,,3.95052,0.384284,0.29289,349.2900085449219,2.62901,-0.968263,0.872648,"21527"
"Rich Hill",,3.31981,4.41027,2.12018,4.89956,12.4748,10.7249,0,0,59.3157,257.837,60.9723,35.0992,32.2912,9.54387,21.915,0.212113,3.04192,50.1724,7.61269,3.32518,2.28941,1.4481,0.19459,0.0849958,0.1095941886305809,0.261819,1.39739,0.296994,0.687343,,,4.91727,0.382191,0.320639,999,1.95128,-0.532468,0.329289,"4806"
"Chris Stratton","KCR",3.04793,2.9996,0,4.3548,60.3881,0.00108087,0.964969,10.2991,65.8978,282.429,64.9336,34.6584,31.8858,8.08825,24.0905,0.918855,2.30148,63.0513,8.61123,3.29016,2.61727,1.10465,0.223246,0.0852975,0.13794883340597153,0.25361,1.35094,0.307442,0.699682,,,4.13854,0.376227,0.112172,999,3.10598,-2.0335,0.345668,"13761"
"Kai-Wei Teng",,2.61044,2.81702,1.12576,4.43909,27.7826,3.90885,0,1.03295,48.0217,210.997,44.1462,25.7455,23.6858,5.15381,23.7053,0.755296,3.88261,49.4294,9.26383,4.44274,2.08516,0.965903,0.234266,0.112349,0.12191683053970337,0.240698,1.41294,0.302675,0.694405,,,4.31507,0.374638,0.245605,999,2.64027,-0.746795,0.457439,"sa3007229"
"Chris Flexen","CHW",4.51902,6.97183,4.66616,5.06491,25.4545,17.2067,0.149551,0.785066,105.13,460.1,113.871,64.3086,59.1639,18.0152,37.8147,1.40312,3.5373,76.3632,6.53732,3.23725,2.0194,1.54225,0.165971,0.0821879,0.08378276973962784,0.271932,1.44284,0.295514,0.690923,,,5.21003,0.373353,0.333878,738.3900146484375,3.82174,1.53819,1.17484,"13896"
"Hayden Wesneski","CHC",3.23574,3.38935,1.67715,4.36699,26.1972,7.06024,0,1.68679,60.3521,255.747,57.0875,31.8305,29.2841,9.66875,20.7483,0.450367,2.89062,56.5658,8.43537,3.0941,2.72628,1.44185,0.221178,0.0811282,0.14004989713430405,0.245952,1.2897,0.285872,0.715484,,,4.63824,0.372225,0.472853,592.02001953125,1.84643,0.164777,0.432157,"27581"
"José Suarez","LAA",3.12739,4.16956,1.78777,4.6462,33.0296,5.86892,0,1.83664,61.7367,266.521,60.7701,34.6427,31.8713,9.62475,23.9711,1.04361,2.74346,56.6688,8.26119,3.49452,2.36404,1.4031,0.212624,0.0899408,0.12268316745758057,0.253413,1.37262,0.294764,0.702974,,,4.74407,0.371628,0.221785,748.4400024414062,2.745,-1.13031,0.279686,"19911"
"José Soriano","LAA",2.9802,3.82296,0.749709,4.01783,51.5005,1.23853,0.672685,12.8276,59.4152,259.991,51.2195,28.831,26.5245,6.34809,31.6098,1.71095,4.8577,70.0886,10.6168,4.78814,2.21731,0.961586,0.269581,0.12158,0.14800061285495758,0.229146,1.39408,0.305067,0.73028,,,4.12604,0.371354,0.402004,703.4000244140625,2.32211,-0.140094,0.512106,"22100"
"Ryan Brasier","LAD",2.70552,1.82144,0,4.10544,55.8571,0,0.864617,14.383,56.3686,235.015,51.8693,27.949,25.7131,7.63652,17.4631,0.829264,2.2139,55.8348,8.91477,2.78822,3.1973,1.21927,0.237579,0.0743062,0.16327320039272308,0.240874,1.22998,0.29126,0.705704,,,4.08238,0.370998,0.264527,739.02001953125,2.24736,-0.0572073,0.686487,"5615"
"Trevor Williams","WSN",4.81907,7.17113,4.27336,5.11133,39.8799,18.4154,0.00178518,0.828529,117.704,516.877,131.066,72.6598,66.847,21.962,39.396,1.01348,5.07325,91.164,6.97069,3.01234,2.31404,1.67928,0.176375,0.0762194,0.10015540570020676,0.277444,1.44823,0.303674,0.700012,,,5.26505,0.369166,0.218548,748.8900146484375,4.07624,-2.01492,1.51125,"16977"
"Justin Topa","MIN",3.40824,2.86356,0,3.92807,54.8574,0,0.989085,13.1986,53.5018,227.465,53.4498,25.3815,23.351,5.18319,16.3738,3.59265,2.48659,46.3693,7.80017,2.75438,2.83192,0.871909,0.203852,0.0719837,0.13186826556921005,0.256225,1.30507,0.307327,0.710311,,,3.83865,0.364977,0.393309,745.47998046875,1.37944,-0.00319548,0.663999,"15145"
"Ryan Borucki","PIT",3.42284,1.43023,0.596819,4.07311,49.9837,0.865166,0,10.2498,51.7603,217.007,47.1976,25.462,23.425,6.32974,16.5957,0.506341,3.10859,45.9526,7.99016,2.88563,2.76895,1.10061,0.211757,0.0764754,0.13528111577033997,0.239214,1.23248,0.281808,0.6978,,,4.21126,0.360801,0.451681,999,1.28915,0.0285552,0.706842,"16350"
"Steven Okert","MIN",2.65509,2.54946,0,4.06115,51.6037,0.162563,0.29788,10.4548,50.8034,214.018,42.5553,24.9179,22.9245,7.0984,21.0946,1.16619,3.03781,61.7213,10.9342,3.73699,2.92593,1.25751,0.288394,0.0985649,0.1898287609219551,0.224111,1.25287,0.292874,0.721104,,,4.06668,0.360394,0.229371,750.739990234375,2.511,-1.05894,0.643014,"13580"
"Trevor Stephan","CLE",3.65826,3.06338,0,3.93737,49.7129,0,1.19805,12.3696,52.641,222.66,47.0055,25.0323,23.0297,6.23054,19.7834,1.01135,3.21248,58.179,9.94682,3.38236,2.94079,1.06523,0.26129,0.0888502,0.1724400296807289,0.235423,1.26876,0.301468,0.719122,,,3.89383,0.357108,0.317693,744.1900024414062,1.19611,-0.731873,0.599196,"19932"
"Kody Funderburk","MIN",3.10589,1.22276,0,3.60673,36.4392,0,0.317611,3.31672,40.3855,172.281,35.905,17.5917,16.1844,3.51299,17.0915,0.608577,2.16626,44.5088,9.9189,3.80888,2.60415,0.78288,0.258351,0.0992073,0.15914329886436462,0.234638,1.31227,0.308493,0.736399,,,3.61221,0.353197,0.344684,999,2.07038,0.225491,0.820465,"24993"
"Phil Maton","TBR",3.11438,2.42526,0,3.86001,60.4769,0,0.476581,10.3711,61.4809,260.288,53.6881,28.6615,26.3685,7.58107,22.7822,1.3025,5.52274,68.4607,10.0217,3.33502,3.005,1.10977,0.263019,0.0875271,0.17549218237400055,0.231431,1.2438,0.295669,0.725951,,,4.01214,0.350618,0.438474,729.4400024414062,1.25754,-0.292581,0.633058,"18064"
"Pedro Avila","SDP",2.33957,3.5039,1.80406,4.37278,22.0649,7.89127,0,0.577785,55.999,245.464,53.7877,29.5739,27.208,6.92212,25.0033,0.635357,4.27621,50.754,8.15703,4.01846,2.02989,1.1125,0.206767,0.101861,0.10490589588880539,0.248804,1.40701,0.295665,0.712259,,,4.61789,0.349467,0.479972,728.5800170898438,6.5213,-2.17139,0.46445,"18864"
"Trevor Richards","TOR",2.27652,2.21144,0.422418,4.24148,44.7517,0.865335,0,7.89935,50.9705,215.167,42.8507,26.1099,24.0211,7.83336,22.9091,1.32726,1.59314,64.4669,11.3831,4.04513,2.81403,1.38316,0.299613,0.106471,0.19314177334308624,0.224743,1.29016,0.295843,0.723629,,,4.1655,0.348286,0.176749,744.0499877929688,3.18666,-0.639665,0.561123,"19309"
"Cooper Criswell","BOS",3.05025,3.58744,1.15545,5.02978,23.4119,6.46394,0,0.79606,61.1612,268.68,69.4506,37.1531,34.1808,8.72409,17.7347,1.01933,4.12774,47.2518,6.95321,2.6097,2.66437,1.28377,0.175866,0.0660066,0.10985961556434631,0.281384,1.4255,0.318203,0.667349,,,4.63658,0.346756,0.205997,750.6300048828125,2.17294,0.57539,0.392853,"24975"
"Jesse Chavez","CHW",1.99027,2.26881,0.520043,3.95102,47.2322,0.879161,1.21037,10.5319,50.0042,212.916,47.6591,23.8608,21.952,6.71709,17.9463,0.476996,2.29796,51.2392,9.22228,3.23007,2.85513,1.20898,0.240655,0.0842885,0.15636635571718216,0.24736,1.312,0.303916,0.742767,,,4.1665,0.345786,0.385418,743.8400268554688,2.05246,-0.64713,0.743038,"5448"
"Kyle Finnegan","WSN",4.25659,4.09133,0,4.06316,64.7514,0,20.4973,6.56311,66.6345,283.448,62.8117,32.6989,30.083,9.0794,25.2845,1.67328,2.11198,65.8951,8.90014,3.41506,2.60615,1.22631,0.232477,0.0892033,0.14327354729175568,0.245309,1.32208,0.296737,0.734858,,,4.28201,0.343673,0.409072,235.67999267578125,3.05969,-2.41136,1.38394,"15009"
"Kyle Hurt","LAD",1.82684,1.38835,0.997684,3.98597,24.9419,1.36435,0,0.459885,35.7394,150.61,29.2667,17.2048,15.8284,4.10634,16.3734,0,1.32575,43.3449,10.9153,4.1232,2.64728,1.03407,0.287796,0.108714,0.17908184975385666,0.220198,1.27703,0.294412,0.712821,,,3.80877,0.342285,0.332634,621.5999755859375,3.29293,-2.1224,0.850532,"27514"
"Luis García","LAA",2.68593,3.17217,0,4.05187,58.9401,0,0.661529,11.5947,59.8049,257.222,58.1195,29.2659,26.9246,6.54227,21.9248,0.749409,3.74306,57.0597,8.58688,3.29945,2.60252,0.984542,0.221831,0.085237,0.13659387826919556,0.250998,1.33842,0.307095,0.716348,,,4.05654,0.341525,0.403955,999,2.27333,-0.807334,0.552706,"6984"
"Jonathan Loáisiga","NYY",2.73089,3.08467,0,3.73225,46.5169,0,3.23866,11.2505,50.5897,211.516,47.6445,22.8035,20.9793,5.4063,14.4154,1.36884,2.74564,40.9765,7.28979,2.56453,2.84254,0.96179,0.193728,0.0681529,0.1255747526884079,0.245142,1.22673,0.285448,0.720418,,,4.042,0.339428,0.49205,652.22998046875,2.4009,0.0259881,0.928254,"19753"
"Carlos Estévez","LAA",3.28523,3.91385,0,4.28817,62.2975,0,18.2042,6.23344,63.2447,271.98,58.474,32.7542,30.1338,8.82333,27.3132,2.06467,3.03269,67.3821,9.58877,3.88679,2.46702,1.2556,0.247747,0.100423,0.14732306450605392,0.241994,1.35643,0.300133,0.722181,,,4.37729,0.334993,0.171775,232.60000610351562,2.5914,-0.323258,1.31461,"14542"
"Joe Mantiply","ARI",2.74728,2.98893,0,3.99459,51.9472,0.499963,0.276544,7.43324,53.0955,223.079,53.3978,25.6153,23.5661,5.71413,13.9417,1.27267,1.76233,45.0436,7.63515,2.3632,3.23085,0.968578,0.201918,0.0624967,0.13942097499966621,0.257494,1.26827,0.30446,0.703141,,,3.84471,0.334443,0.329777,999,1.62109,-1.702,0.725849,"14857"
"Chris Devenski","TBR",4.22455,3.20956,0.0836641,4.58001,46.0607,0.659698,0.0859108,9.33718,51.2207,214.812,49.5833,28.3323,26.0657,7.5874,14.3377,0.721508,2.35057,48.9699,8.60451,2.51927,3.41547,1.33318,0.227967,0.0667453,0.16122159361839294,0.250265,1.24795,0.296652,0.667722,,,4.24607,0.331344,0.0427945,747.9199829101562,1.97367,-0.0555721,0.543074,"12763"
"Luis Garcia","HOU",1.59518,1.24148,1.17512,4.13009,4.34574,3.96443,0,0.181442,22.3313,92.7984,20.0098,11.1389,10.2478,3.28849,7.37639,0.0884305,0.651393,22.3828,9.02075,2.97285,3.03438,1.32533,0.241198,0.0794884,0.16170959919691086,0.236047,1.22636,0.282936,0.713154,,,4.24326,0.331274,0.301915,728.969970703125,1.626,1.01565,1.05237,"23735"
"Luis Gil",,1.81834,1.94958,1.54316,4.23886,20.0955,4.95244,0,1.03107,42.3484,181.642,35.8827,21.6798,19.9454,6.1418,21.2318,0.683641,1.71687,48.738,10.3579,4.51224,2.29552,1.30527,0.268319,0.116888,0.15143105387687683,0.226114,1.34868,0.286485,0.730371,,,4.46438,0.330088,0.361052,702.3200073242188,2.87044,-1.23821,0.663894,"21052"
"Brent Suter","CIN",3.30261,2.97452,0,4.34914,54.6247,0.148938,0.262451,7.45591,60.6015,261.534,61.4453,31.8314,29.2849,7.89691,21.8389,0.728362,2.50504,50.7305,7.53405,3.24333,2.32294,1.17278,0.193973,0.0835034,0.11046988517045975,0.259055,1.37429,0.299886,0.712361,,,4.47994,0.327797,0.323723,749.6900024414062,2.34322,-0.0111124,0.396104,"13942"
"Brennan Bernardino","BOS",2.11223,2.19813,0,3.99728,52.0663,0.886608,0.0575469,6.76924,51.4649,222.69,50.049,24.8454,22.8577,5.80176,19.9691,4.09485,3.42401,53.7871,9.40611,3.49213,2.69351,1.01459,0.241533,0.0896722,0.1518610715866089,0.251128,1.3605,0.316712,0.729821,,,3.99395,0.325775,0.452327,999,2.62896,-1.00324,0.651253,"16835"
"Enyel De Los Santos","SDP",3.78585,2.51652,0,3.93482,60.8778,0,0.379837,13.3903,61.5785,260.031,54.2983,29.2633,26.9222,7.28207,23.8939,1.79931,3.26156,63.9915,9.35267,3.4922,2.67816,1.06431,0.246091,0.0918884,0.15420309454202652,0.233164,1.2698,0.290938,0.719571,,,4.03697,0.324629,0.493424,738.0800170898438,1.79682,-1.26338,0.528926,"18403"
"Carlos Carrasco","CLE",3.4956,4.22258,3.01566,4.86206,25.4219,9.90048,0,0.684951,64.4883,281.138,68.8944,37.8678,34.8384,10.0407,22.1569,0.418331,3.07093,54.4508,7.59916,3.09222,2.45751,1.40129,0.19368,0.0788113,0.11486837267875671,0.269213,1.4119,0.30746,0.690746,,,4.76402,0.324219,0.0837644,732.1599731445312,3.9116,0.0656714,0.336073,"6632"
"Tyler Kinley","COL",2.13918,3.34565,0,4.84399,58.9523,0,8.74572,10.4291,58.7099,255.012,59.3885,34.3467,31.5989,9.34143,22.6052,0.5494,2.75949,59.56,9.13032,3.46528,2.6348,1.432,0.233558,0.0886436,0.14491430670022964,0.258607,1.39659,0.311343,0.691381,,,4.59063,0.319661,0.30448,485.5799865722656,3.26347,-0.852652,0.876171,"18297"
"Ken Waldichuk","OAK",2.71948,3.91182,2.7215,4.51218,22.1208,9.91657,0.00246243,0.474391,63.8265,277.098,59.7838,34.7822,31.9996,9.26893,28.1646,0.401945,4.05258,62.5895,8.82557,3.97142,2.22227,1.30699,0.225875,0.101642,0.12423358857631683,0.244134,1.37793,0.291956,0.709149,,,4.69596,0.316184,0.316301,750.7100219726562,2.1009,-2.34558,0.300805,"27681"
"Robert Suarez","SDP",3.75576,3.70658,0,3.79242,60.1845,0,18.7336,9.27926,62.8525,260.475,51.7856,28.7878,26.4848,7.91714,23.8412,3.07571,2.57561,65.8094,9.42341,3.41387,2.76033,1.13367,0.252652,0.0915297,0.1611223891377449,0.221251,1.20324,0.273611,0.725704,,,4.05937,0.314188,0.548486,212.8699951171875,1.87881,0.408516,1.2865,"30115"
"Garrett Cleavinger","TBR",2.23303,2.04508,0,3.57403,42.0469,0,0.0493093,5.07989,43.118,181.386,33.4471,18.6117,17.1228,5.11061,20.3659,0.639478,2.53101,54.6562,11.4084,4.25096,2.68371,1.06674,0.301325,0.112279,0.18904586881399155,0.211037,1.24804,0.287032,0.754451,,,3.85378,0.312836,0.454322,750.8099975585938,2.9821,-0.307534,0.890657,"17897"
"Nick Robertson","STL",1.69519,1.21866,0,4.05871,33.6624,0.0463302,0,1.51627,36.1934,151.983,33.3659,17.7413,16.322,4.19014,12.367,1.62373,1.2897,37.5675,9.34171,3.07524,3.03771,1.04194,0.247182,0.081371,0.16581083089113235,0.241211,1.26357,0.302124,0.702129,,,3.81611,0.309613,0.17006,999,2.40639,-1.58506,0.891249,"26226"
"Alex Faedo","DET",1.7837,2.74481,0.999393,4.33476,35.3076,2.47518,0,1.56545,49.4305,206.97,46.1854,25.8779,23.8077,7.50608,15.7337,0.608309,1.59513,48.1175,8.76094,2.8647,3.05824,1.36666,0.232485,0.0760192,0.15646586567163467,0.24354,1.25265,0.288613,0.701046,,,4.33394,0.309332,0.173798,726.239990234375,3.68828,-0.368977,0.732911,"19874"
"Daniel Hudson","LAD",2.31794,2.18126,0,3.64853,32.2342,0,2.95976,4.73356,32.4176,134.045,27.7135,14.2846,13.1418,4.17706,11.0304,0.285377,1.29054,39.2577,10.899,3.06235,3.55904,1.15967,0.292869,0.0822887,0.21057993918657303,0.227674,1.19515,0.300632,0.743533,,,3.64832,0.306214,0.352148,741.4400024414062,1.79881,-0.896156,1.0078,"7146"
"Scott Alexander","OAK",3.55769,3.16044,0,3.93227,48.037,1.10157,0.536405,8.76056,46.4794,196.269,46.7289,22.0736,20.3078,3.92933,13.1773,1.63991,1.57218,33.8281,6.55028,2.55158,2.56715,0.760853,0.172356,0.0671391,0.10521712154150009,0.257432,1.28888,0.297712,0.695386,,,3.85043,0.304455,0.229711,999,2.75234,-2.61493,0.778602,"10591"
"Trevor Gott","OAK",1.96326,3.9106,0,4.28794,57.8329,0,3.29057,11.5852,57.2715,244.111,54.7335,29.659,27.2863,7.08912,20.1149,1.49902,3.17516,55.8254,8.77275,3.16099,2.77532,1.11403,0.228689,0.0824008,0.14628786593675613,0.247864,1.30691,0.301726,0.696039,,,4.13468,0.302962,-0.0581827,717.5,3.03539,-2.39985,0.654135,"15046"
"Joan Adon",,2.49158,4.85968,1.84462,5.16158,34.7949,6.71831,0,1.15018,64.5126,286.591,66.4522,40.2158,36.9986,8.68613,29.0701,1.53101,3.98238,56.1205,7.82923,4.0555,1.93052,1.21178,0.195821,0.101434,0.09438645839691162,0.262099,1.48068,0.306074,0.663452,,,4.80259,0.302586,-0.0246038,999,5.06573,-1.16094,0.527317,"22925"
"Bryan Hudson","MIL",1.66318,1.34594,0,3.99253,30.6181,0,0,1.20817,34.668,148.611,30.8188,16.7166,15.3792,3.62957,15.2395,0.401101,2.01557,37.4672,9.72668,3.95624,2.45856,0.942254,0.252116,0.102546,0.14956969022750854,0.23462,1.32855,0.301235,0.716055,,,3.94776,0.302267,0.234738,999,2.17319,-1.35125,0.858135,"19924"
"Andrew Saalfrank","ARI",2.65814,1.68169,0,3.6633,51.1411,0,0.181901,13.3439,50.983,221.544,44.8361,22.5562,20.7517,3.76853,27.3665,4.90917,1.49123,51.9459,9.16999,4.831,1.89815,0.665257,0.234472,0.123526,0.11094547808170319,0.232689,1.41621,0.299824,0.741803,,,3.87628,0.301934,0.518728,999,1.93005,-1.62636,0.783295,"26203"
